77	:	11
84	:	13
84	:	13
84	:	13
68	:	9
68	:	9
83	:	13
83	:	13
83	:	13
83	:	13
83	:	13
83	:	13
83	:	13
83	:	13
0	:	-9
0	:	-9
0	:	-9
0	:	-9
0	:	-9
0	:	-9
0	:	-9
0	:	-9
107	:	20
90	:	15
103	:	18
103	:	18
103	:	18
103	:	18
103	:	18
103	:	18
103	:	18
103	:	18
0	:	-9
0	:	-9
0	:	-9
0	:	-9
0	:	-9
0	:	-9
0	:	-9
0	:	-9
0	:	-9
0	:	-9
0	:	-9
0	:	-9
82	:	13
99	:	17
118	:	23
101	:	18
94	:	16
101	:	18
97	:	17
97	:	17
97	:	17
97	:	17
97	:	17
116	:	22
116	:	22
116	:	22
116	:	22
116	:	22
116	:	22
116	:	22
116	:	22
116	:	22
121	:	23
120	:	23
119	:	23
119	:	23
107	:	20
106	:	19
106	:	19
106	:	19
106	:	19
106	:	19
106	:	19
106	:	19
106	:	19
106	:	19
106	:	19
106	:	19
106	:	19
106	:	19
106	:	19
106	:	19
106	:	19
106	:	19
106	:	19
106	:	19
112	:	21
112	:	21
112	:	21
112	:	21
112	:	21
112	:	21
111	:	21
111	:	21
111	:	21
111	:	21
111	:	21
111	:	21
111	:	21
111	:	21
111	:	21
111	:	21
111	:	21
111	:	21
111	:	21
111	:	21
122	:	24
128	:	25
133	:	27
123	:	24
123	:	24
123	:	24
123	:	24
123	:	24
134	:	27
134	:	27
134	:	27
134	:	27
134	:	27
134	:	27
134	:	27
134	:	27
109	:	20
109	:	20
109	:	20
109	:	20
109	:	20
109	:	20
109	:	20
109	:	20
109	:	20
109	:	20
109	:	20
130	:	26
130	:	26
130	:	26
130	:	26
130	:	26
130	:	26
130	:	26
130	:	26
128	:	25
128	:	25
128	:	25
128	:	25
128	:	25
123	:	24
105	:	19
105	:	19
152	:	32
161	:	34
161	:	34
135	:	27
135	:	27
135	:	27
135	:	27
135	:	27
135	:	27
135	:	27
135	:	27
124	:	24
137	:	28
141	:	29
131	:	26
131	:	26
131	:	26
131	:	26
131	:	26
140	:	29
140	:	29
140	:	29
140	:	29
160	:	34
178	:	39
178	:	39
178	:	39
178	:	39
178	:	39
178	:	39
178	:	39
178	:	39
178	:	39
178	:	39
178	:	39
178	:	39
88	:	14
88	:	14
88	:	14
88	:	14
88	:	14
88	:	14
88	:	14
88	:	14
88	:	14
88	:	14
88	:	14
88	:	14
135	:	27
135	:	27
135	:	27
135	:	27
135	:	27
135	:	27
135	:	27
135	:	27
135	:	27
135	:	27
158	:	34
148	:	31
148	:	31
148	:	31
148	:	31
130	:	26
130	:	26
150	:	31
150	:	31
150	:	31
178	:	39
178	:	39
178	:	39
148	:	31
148	:	31
148	:	31
150	:	31
150	:	31
150	:	31
157	:	33
157	:	33
157	:	33
157	:	33
157	:	33
157	:	33
157	:	33
157	:	33
182	:	40
169	:	37
167	:	36
162	:	35
162	:	35
162	:	35
162	:	35
162	:	35
167	:	36
167	:	36
271	:	65
271	:	65
271	:	65
271	:	65
271	:	65
271	:	65
271	:	65
180	:	40
180	:	40
180	:	40
186	:	41
206	:	47
206	:	47
167	:	36
168	:	36
173	:	38
162	:	35
162	:	35
162	:	35
174	:	38
174	:	38
174	:	38
174	:	38
174	:	38
174	:	38
165	:	35
165	:	35
165	:	35
189	:	42
189	:	42
189	:	42
168	:	36
168	:	36
168	:	36
183	:	40
183	:	40
183	:	40
167	:	36
156	:	33
156	:	33
204	:	46
204	:	46
182	:	40
182	:	40
94	:	16
94	:	16
94	:	16
94	:	16
175	:	38
187	:	41
187	:	41
187	:	41
187	:	41
187	:	41
187	:	41
187	:	41
187	:	41
187	:	41
187	:	41
187	:	41
184	:	41
184	:	41
184	:	41
192	:	43
192	:	43
192	:	43
186	:	41
186	:	41
186	:	41
209	:	48
209	:	48
209	:	48
209	:	48
209	:	48
198	:	45
198	:	45
198	:	45
198	:	45
198	:	45
198	:	45
215	:	49
215	:	49
215	:	49
215	:	49
215	:	49
215	:	49
215	:	49
215	:	49
209	:	48
192	:	43
201	:	45
190	:	42
190	:	42
190	:	42
221	:	51
238	:	55
238	:	55
238	:	55
238	:	55
238	:	55
238	:	55
238	:	55
238	:	55
238	:	55
238	:	55
238	:	55
238	:	55
238	:	55
238	:	55
238	:	55
238	:	55
238	:	55
238	:	55
238	:	55
238	:	55
238	:	55
215	:	49
215	:	49
215	:	49
215	:	49
215	:	49
215	:	49
215	:	49
215	:	49
215	:	49
215	:	49
215	:	49
215	:	49
215	:	49
207	:	47
218	:	50
216	:	49
234	:	54
234	:	54
234	:	54
234	:	54
234	:	54
234	:	54
234	:	54
234	:	54
234	:	54
234	:	54
234	:	54
234	:	54
234	:	54
210	:	48
210	:	48
210	:	48
210	:	48
210	:	48
223	:	51
223	:	51
223	:	51
237	:	55
223	:	51
223	:	51
223	:	51
223	:	51
237	:	55
237	:	55
237	:	55
237	:	55
237	:	55
237	:	55
237	:	55
237	:	55
216	:	49
216	:	49
228	:	53
228	:	53
228	:	53
228	:	53
228	:	53
228	:	53
239	:	56
239	:	56
239	:	56
239	:	56
239	:	56
239	:	56
239	:	56
239	:	56
239	:	56
239	:	56
239	:	56
239	:	56
249	:	59
249	:	59
249	:	59
249	:	59
249	:	59
229	:	53
229	:	53
229	:	53
229	:	53
229	:	53
229	:	53
229	:	53
229	:	53
229	:	53
229	:	53
229	:	53
229	:	53
229	:	53
289	:	69
289	:	69
247	:	58
247	:	58
247	:	58
240	:	56
240	:	56
240	:	56
240	:	56
240	:	56
240	:	56
233	:	54
229	:	53
229	:	53
229	:	53
229	:	53
229	:	53
229	:	53
229	:	53
229	:	53
256	:	60
256	:	60
256	:	60
239	:	56
239	:	56
239	:	56
239	:	56
239	:	56
239	:	56
239	:	56
239	:	56
235	:	55
221	:	51
221	:	51
243	:	57
243	:	57
243	:	57
243	:	57
243	:	57
238	:	55
238	:	55
238	:	55
238	:	55
254	:	60
253	:	60
253	:	60
253	:	60
253	:	60
253	:	60
253	:	60
277	:	66
283	:	68
283	:	68
278	:	66
278	:	66
278	:	66
278	:	66
278	:	66
278	:	66
274	:	65
274	:	65
274	:	65
274	:	65
274	:	65
264	:	63
264	:	63
264	:	63
264	:	63
264	:	63
264	:	63
264	:	63
264	:	63
264	:	63
264	:	63
264	:	63
264	:	63
266	:	63
251	:	59
270	:	64
275	:	66
275	:	66
275	:	66
275	:	66
275	:	66
275	:	66
263	:	62
272	:	65
279	:	67
283	:	68
273	:	65
261	:	62
261	:	62
261	:	62
261	:	62
261	:	62
261	:	62
296	:	71
296	:	71
290	:	70
306	:	74
